10.63,15.82,0
10.53,15.34,0
10.34,15.24,0
10.65,15.22,0
10.62,15.53,0
12,16.7,0
10.83,16.37,0
11.66,16.27,0
11.31,15.61,0
10.93,15.39,0
16.27,22.52,1
14.42,19.1,1
16.21,16.39,1
13.62,17.89,1
14.33,18.73,1
15.31,18.71,1
14.77,19.36,1
14.6,18.28,1
14,16.81,1
14.53,22.71,1
13.77,18.5,1
12.9,19.7,1
11.66,19.73,1
12.17,16.65,1
11.74,18.41,1
13.43,17.09,1
14.92,19.28,1
14.64,18.94,1
16.68,22.77,1
12.86,16.97,1
13.42,17.76,1
