1,0.000001
2,0.000001
4,0
8,0
16,0.000001
32,0.000001
64,0.000001
128,0.000002
256,0.000003
512,0.000006
1024,0.000011
2048,0.000022
4096,0.000044
8192,0.000089
16384,0.000176
32768,0.000358
65536,0.000302
131072,0.000552
262144,0.00007
524288,0.000175
1048576,0.000358
2097152,0.000792
4194304,0.001984
8388608,0.002942
16777216,0.006309
33554432,0.011526
67108864,0.030644
134217728,0.04838
