3,2
10,4
25,8
56,16
119,32
246,64
501,128
1012,256
2035,512
4082,1024
8177,2048
16368,4096
32751,8192
65518,16384
131053,32768
262124,65536
524267,131072
1048554,262144
2097129,524288
4194280,1048576
