3,2
13,4
40,8
106,16
273,32
674,64
1592,128
3686,256
8353,512
18703,1024
41479,2048
91112,4096
198524,8192
429639,16384
924618,32768
1980199,65536
4222754,131072
8970100,262144
18987635,524288
