5.70E-06,2
1.70E-06,4
2.80E-06,8
8.00E-06,16
3.23E-05,32
1.00E-04,64
3.85E-04,128
0.001078,256
0.0018749,512
0.0012715,1024
0.0069183,2048
0.0197665,4096
0.0970373,8192
0.398871,16384
1.7189419,32768
7.5808851,65536
30.3953458,131072
122.8471417,262144
494.4462595,524288
