1,2
3,4
8,8
70,16
347,32
1280,64
5126,128
22341,256
87515,512
354669,1024
1398898,2048
5586396,4096
22264230,8192
89632507,16384
356256786,32768
1428404557,65536
1424540094,131072
1422469642,262144
1454864057,524288
